step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
17,TRANSFER,207186.92,C124269782,0.0,0.0,C2032389005,211575.95,508021.31,0,0
17,CASH_IN,49987.4,C1580040805,3029789.35,3079776.75,C2129651802,883482.5,833495.1,0,0
17,CASH_IN,107823.78,C1299630338,1372046.74,1479870.52,C2099513383,3387407.93,3279584.15,0,0
17,CASH_OUT,333617.81,C204548477,2577.0,0.0,C1343053075,254330.63,592631.71,0,0
17,CASH_OUT,13723.26,C989544661,410622.28,396899.03,C507538622,2749343.17,2763066.42,0,0
17,CASH_IN,168798.82,C1232245526,5141514.06,5310312.88,C770832628,541354.02,372555.19,0,0
17,CASH_IN,335261.17,C872903285,1395909.61,1731170.78,C1448609739,172408.98,0.0,0,0
17,PAYMENT,25663.06,C1436688552,0.0,0.0,M307482149,0.0,0.0,0,0
17,CASH_OUT,249722.71,C1365911108,0.0,0.0,C1670221130,984475.61,1234198.32,0,0
17,TRANSFER,720555.0,C14934111,413105.0,0.0,C664757907,0.0,720555.0,0,0
17,PAYMENT,5271.65,C332466823,48252.17,42980.52,M1361823046,0.0,0.0,0,0
17,TRANSFER,1799014.5,C1974541605,0.0,0.0,C1529115495,7035911.78,8911269.61,0,0
17,CASH_IN,268074.92,C930351270,16939.0,285013.92,C757494635,0.0,0.0,0,0
17,PAYMENT,5049.17,C196142283,243898.61,238849.44,M955711851,0.0,0.0,0,0
17,PAYMENT,25836.36,C519238542,107147.0,81310.64,M1260561288,0.0,0.0,0,0
17,CASH_OUT,46097.92,C821640059,0.0,0.0,C550184559,2521582.72,2567680.64,0,0
17,PAYMENT,9444.59,C2144797839,0.0,0.0,M73121782,0.0,0.0,0,0
17,CASH_IN,127200.73,C1252928430,3953084.99,4080285.72,C1319470587,269616.0,108047.98,0,0
17,TRANSFER,435565.38,C248137881,0.0,0.0,C2010495538,2911530.34,3347095.72,0,0
17,PAYMENT,4207.06,C631751287,119758.22,115551.16,M14317186,0.0,0.0,0,0
17,CASH_IN,116066.53,C150518182,1890927.94,2006994.48,C891143952,1315451.27,904546.92,0,0
17,CASH_IN,82742.68,C435242506,11829884.3,11912626.98,C1420974988,399106.47,316363.78,0,0
17,CASH_OUT,116610.95,C1883196357,0.0,0.0,C1032430011,180955.82,297566.77,0,0
17,CASH_IN,85059.02,C1793215696,794278.62,879337.64,C987060415,6536754.39,6392350.48,0,0
17,CASH_IN,32095.24,C502799664,7604760.88,7636856.11,C1465439611,316190.96,284095.72,0,0
17,PAYMENT,12064.04,C1313607964,25787.0,13722.96,M1165790487,0.0,0.0,0,0
17,PAYMENT,4686.24,C1798871381,0.0,0.0,M2124534978,0.0,0.0,0,0
17,CASH_OUT,312655.94,C1724042311,781.0,0.0,C943084296,0.0,573359.16,0,0
17,CASH_IN,20408.68,C607208226,421831.26,442239.93,C1248449720,2145710.58,2223913.47,0,0
17,PAYMENT,17175.63,C1167839114,299482.18,282306.55,M468248382,0.0,0.0,0,0
17,TRANSFER,891163.26,C1956212772,0.0,0.0,C1970551288,1451117.79,2342281.06,0,0
17,CASH_OUT,91922.23,C184883475,0.0,0.0,C1250603456,146341.0,238263.23,0,0
17,CASH_OUT,47929.95,C550016275,0.0,0.0,C1931460274,2996778.8,3044708.75,0,0
17,TRANSFER,25611.01,C115628475,658077.7,632466.7,C2006231658,144947.14,170558.15,0,0
17,CASH_IN,21012.75,C2071152860,30556.0,51568.75,C913870765,606137.64,595862.39,0,0
17,CASH_OUT,129034.45,C2093600049,10984.0,0.0,C951597232,0.0,326890.44,0,0
17,PAYMENT,7059.86,C1897620293,10570.0,3510.14,M467248759,0.0,0.0,0,0
17,CASH_IN,271251.76,C533702234,60198.0,331449.76,C724301755,0.0,0.0,0,0
17,PAYMENT,12134.58,C2090149748,228662.12,216527.54,M260441844,0.0,0.0,0,0
17,CASH_IN,178193.58,C2064838485,16504879.97,16683073.55,C314199968,666985.4,488791.82,0,0
17,CASH_IN,121146.66,C831354059,9975.0,131121.66,C231096990,0.0,0.0,0,0
17,PAYMENT,6983.51,C460815549,0.0,0.0,M126456669,0.0,0.0,0,0
17,CASH_OUT,360654.29,C1192271593,0.0,0.0,C1382125071,363821.22,367650.1,0,0
17,CASH_OUT,120244.98,C392010043,0.0,0.0,C1303419586,281088.13,401333.12,0,0
17,CASH_IN,225925.58,C1012515255,2379582.73,2605508.31,C488275270,1009697.15,783771.57,0,0
17,PAYMENT,23512.88,C253839832,0.0,0.0,M688350120,0.0,0.0,0,0
17,CASH_OUT,326583.89,C1121982154,0.0,0.0,C719821671,1819712.11,1931336.77,0,0
17,PAYMENT,10061.27,C1079448890,0.0,0.0,M1713011987,0.0,0.0,0,0
17,CASH_IN,25104.59,C2060847152,8703973.41,8729078.01,C66940898,145385.64,120281.05,0,0
17,CASH_OUT,371099.05,C684553178,9134.0,0.0,C820340408,0.0,371099.05,0,0
17,PAYMENT,17764.27,C268843411,17517.86,0.0,M1105624171,0.0,0.0,0,0
17,PAYMENT,6978.71,C1559054947,0.0,0.0,M1263109319,0.0,0.0,0,0
17,CASH_IN,28766.63,C904766069,52189.0,80955.63,C697838619,0.0,0.0,0,0
17,CASH_IN,17232.44,C476700703,22944110.91,22961343.34,C25075353,2154567.87,1980682.25,0,0
17,CASH_OUT,214364.21,C193605877,1184.6,0.0,C116251606,500787.08,715151.29,0,0
17,CASH_IN,93740.38,C1744212506,10135.0,103875.38,C1126963000,803417.18,709676.8,0,0
17,CASH_OUT,171875.41,C192058432,92596.0,0.0,C865209896,0.0,171875.41,0,0
17,CASH_IN,247213.19,C493163144,1106474.23,1353687.42,C943020138,881142.45,633929.26,0,0
17,PAYMENT,3079.48,C194061021,0.0,0.0,M679431362,0.0,0.0,0,0
17,CASH_OUT,22539.28,C1515388831,174.0,0.0,C242173174,51593.79,74133.07,0,0
17,CASH_OUT,360236.97,C239160048,0.0,0.0,C338893206,1020953.53,1412956.07,0,0
17,DEBIT,214.59,C1482583218,5243.0,5028.41,C1525409936,284938.5,307365.38,0,0
17,CASH_OUT,520845.6,C1936223060,203459.0,0.0,C346892586,0.0,520845.6,0,0
17,CASH_OUT,141828.28,C1923596947,0.0,0.0,C1003761391,724779.6,1257664.07,0,0
17,CASH_IN,147628.51,C519026124,17967997.41,18115625.92,C191029889,1685279.11,2831806.63,0,0
17,CASH_IN,16004.32,C145828282,3668839.91,3684844.23,C1856505882,56945.68,40941.35,0,0
17,CASH_OUT,265776.52,C1207916392,0.0,0.0,C1994103573,2716623.0,2982399.53,0,0
17,CASH_OUT,374772.04,C149516048,109054.0,0.0,C214050480,0.0,374772.04,0,0
17,CASH_OUT,181267.36,C1245275849,41201.0,0.0,C1532408070,0.0,181267.36,0,0
17,PAYMENT,4259.53,C1495576008,0.0,0.0,M942337956,0.0,0.0,0,0
17,CASH_OUT,320855.56,C834865760,144520.21,0.0,C772070337,390004.23,786235.1,0,0
17,CASH_OUT,197758.03,C1195297669,0.0,0.0,C1068446848,277767.58,475525.6,0,0
17,PAYMENT,22906.63,C1344673081,35732.45,12825.82,M397648205,0.0,0.0,0,0
17,PAYMENT,17858.3,C290549472,0.0,0.0,M282121433,0.0,0.0,0,0
17,CASH_IN,50905.85,C83933567,3266604.04,3317509.89,C2116873183,14420877.29,14369971.44,0,0
17,PAYMENT,7775.48,C522832890,73424.4,65648.92,M1016262112,0.0,0.0,0,0
17,CASH_OUT,26176.74,C940333749,0.0,0.0,C1545089344,825505.51,851682.25,0,0
17,PAYMENT,16959.58,C464710523,17068.0,108.42,M1528319689,0.0,0.0,0,0
17,PAYMENT,7582.92,C612321054,0.0,0.0,M1205129362,0.0,0.0,0,0
17,PAYMENT,1978.01,C96624864,72956.72,70978.71,M1221700354,0.0,0.0,0,0
17,PAYMENT,13057.57,C935486514,0.0,0.0,M499216265,0.0,0.0,0,0
17,CASH_IN,270405.03,C1967932908,100695.0,371100.03,C816531794,10480.0,0.0,0,0
17,PAYMENT,2460.94,C1743573730,496492.0,494031.06,M2056939629,0.0,0.0,0,0
17,PAYMENT,1627.74,C1852953058,3914.75,2287.01,M1809136213,0.0,0.0,0,0
17,CASH_OUT,225691.63,C1477966277,42761.0,0.0,C104093480,266989.74,401867.58,0,0
17,PAYMENT,10517.49,C2092267154,6074.0,0.0,M1170119823,0.0,0.0,0,0
17,CASH_IN,225610.59,C1470422506,6787547.72,7013158.31,C56404339,317948.67,92338.08,0,0
17,CASH_OUT,385780.09,C265390883,79261.0,0.0,C1769365183,2513.89,282384.03,0,0
17,PAYMENT,19206.06,C869919503,0.0,0.0,M1080511803,0.0,0.0,0,0
17,CASH_OUT,292847.91,C1846458265,0.0,0.0,C1493135118,897322.43,1190170.34,0,0
17,PAYMENT,35891.79,C691521319,96888.0,60996.21,M1581866538,0.0,0.0,0,0
17,CASH_IN,400008.75,C417801521,2924155.47,3324164.22,C632916426,1239640.4,839631.65,0,0
17,PAYMENT,5979.91,C1846664243,539293.42,533313.51,M1465593690,0.0,0.0,0,0
17,PAYMENT,54860.63,C1084623990,0.0,0.0,M590277479,0.0,0.0,0,0
17,CASH_IN,44064.16,C939264042,41209.0,85273.16,C1159315775,63501.22,19437.06,0,0
17,CASH_IN,133193.29,C467310895,2124979.76,2258173.06,C1171892283,251125.37,117932.08,0,0
17,CASH_IN,266268.58,C1522416977,13888.0,280156.58,C1721439071,235889.48,0.0,0,0
17,PAYMENT,16080.15,C1791610080,0.0,0.0,M1475773522,0.0,0.0,0,0
17,CASH_IN,434356.25,C1740264402,4983911.23,5418267.48,C578044965,992192.14,508375.41,0,0
17,TRANSFER,178597.74,C1003452685,245578.58,66980.84,C771751812,481607.72,660205.45,0,0
17,PAYMENT,9935.08,C132303416,0.0,0.0,M1677928876,0.0,0.0,0,0
17,PAYMENT,4998.98,C1580788560,114136.84,109137.86,M2077127644,0.0,0.0,0,0
17,CASH_OUT,123918.06,C19993348,20727.0,0.0,C1824686860,1130078.3,1253996.35,0,0
17,CASH_OUT,34345.54,C2019168675,0.0,0.0,C874452246,0.0,47708.2,0,0
17,TRANSFER,627289.49,C1827787783,0.0,0.0,C961056197,2509042.22,3136331.71,0,0
17,CASH_OUT,109650.63,C14611149,0.0,0.0,C2133591152,203264.32,312914.95,0,0
17,PAYMENT,8899.25,C31171439,352078.65,343179.4,M791505296,0.0,0.0,0,0
17,CASH_OUT,240660.2,C1203484362,160894.0,0.0,C1025487590,58432.32,299092.53,0,0
17,TRANSFER,533472.78,C262913453,69724.0,0.0,C1612220851,0.0,765846.04,0,0
17,CASH_OUT,131602.65,C89129952,0.0,0.0,C1653041616,687811.5,783954.88,0,0
17,CASH_IN,47104.62,C2124221836,790691.19,837795.81,C2079441909,269392.88,222288.26,0,0
17,PAYMENT,1281.74,C1719445900,0.0,0.0,M1053852420,0.0,0.0,0,0
17,PAYMENT,10822.55,C1414960495,366999.84,356177.3,M1256711762,0.0,0.0,0,0
17,CASH_IN,661189.3,C690137764,10936.0,672125.3,C924726775,3488.96,0.0,0,0
17,PAYMENT,17136.08,C799578899,291113.51,273977.43,M535166693,0.0,0.0,0,0
17,CASH_OUT,239704.75,C2091053318,22631.0,0.0,C389818609,1868868.4,2108573.15,0,0
17,PAYMENT,4350.33,C1799543358,0.0,0.0,M141116381,0.0,0.0,0,0
17,CASH_OUT,97819.97,C1701857295,21499.0,0.0,C216081754,0.0,97819.97,0,0
17,PAYMENT,4280.89,C1224853884,0.0,0.0,M2127259880,0.0,0.0,0,0
17,TRANSFER,151160.07,C1133426376,192200.63,41040.57,C411557915,210314.7,361474.77,0,0
17,PAYMENT,13097.87,C1103644271,273656.51,260558.64,M791905211,0.0,0.0,0,0
17,CASH_IN,90875.65,C1916678705,91415.0,182290.65,C374172026,0.0,0.0,0,0
17,CASH_OUT,133022.86,C1885328768,488.0,0.0,C1409628149,12735.0,0.0,0,0
17,CASH_IN,127758.83,C3552026,1572548.95,1700307.78,C1406749291,2726634.35,2126048.17,0,0
17,CASH_IN,100390.44,C1057905116,12195105.48,12295495.92,C1666455033,125887.0,25496.56,0,0
17,CASH_OUT,237109.76,C949222862,0.0,0.0,C35420740,303854.3,540964.06,0,0
17,CASH_OUT,207307.16,C582707966,214.0,0.0,C1491213790,6435727.61,6643034.77,0,0
17,PAYMENT,600.92,C876319104,83911.0,83310.08,M11344563,0.0,0.0,0,0
17,CASH_OUT,305642.22,C654063144,347.0,0.0,C599053465,0.0,305642.22,0,0
17,TRANSFER,665887.34,C946395731,413.0,0.0,C2071140198,526306.04,1192193.38,0,0
17,CASH_OUT,397090.3,C1881755386,6534.0,0.0,C44722149,657549.43,1054639.74,0,0
17,CASH_OUT,347846.74,C1130742417,482731.05,134884.31,C386719853,829688.76,1617971.42,0,0
17,CASH_OUT,179221.65,C971151376,0.0,0.0,C2121251932,553976.63,733198.27,0,0
17,PAYMENT,10405.74,C689282014,363666.18,353260.44,M565411712,0.0,0.0,0,0
17,TRANSFER,394149.31,C1170629225,62754.0,0.0,C1301525222,984612.66,1280325.35,0,0
17,CASH_OUT,182265.92,C1353359020,34778.0,0.0,C444685031,6374425.18,6556691.1,0,0
17,CASH_OUT,166418.37,C1113050138,123215.0,0.0,C580797036,113472.05,279890.42,0,0
17,PAYMENT,13576.19,C168387202,0.0,0.0,M1480734301,0.0,0.0,0,0
17,CASH_OUT,187721.89,C1860163188,119993.0,0.0,C248708549,133834.54,321556.43,0,0
17,CASH_IN,98267.11,C493154070,602154.7,700421.81,C814716597,1693745.08,1595477.98,0,0
17,CASH_IN,309370.13,C2081152344,22042531.87,22351902.0,C1074791243,708350.79,46074.38,0,0
17,PAYMENT,34777.62,C1465582445,99298.0,64520.38,M111131701,0.0,0.0,0,0
17,CASH_OUT,723789.95,C129513077,0.0,0.0,C1123573953,2473076.01,3328132.95,0,0
17,CASH_OUT,86478.25,C982272886,623.0,0.0,C260664247,0.0,86478.25,0,0
17,CASH_IN,297657.56,C207863585,32.0,297689.56,C1682575286,497765.35,200107.79,0,0
17,CASH_IN,41551.24,C798423972,20508.0,62059.24,C1726604415,69550.0,27998.76,0,0
17,PAYMENT,21620.18,C1480828106,4937.0,0.0,M1096211115,0.0,0.0,0,0
17,CASH_IN,264169.2,C624617553,7391169.34,7655338.55,C405688685,662614.47,398445.27,0,0
17,CASH_OUT,121257.27,C56950504,803618.21,682360.94,C699096449,106280.0,227537.27,0,0
17,TRANSFER,311544.49,C1357551427,0.0,0.0,C420550369,460436.14,771980.63,0,0
17,PAYMENT,15327.86,C506416982,454.16,0.0,M774801885,0.0,0.0,0,0
17,CASH_OUT,158238.03,C441856394,12014.0,0.0,C605788420,909.0,159147.03,0,0
17,CASH_IN,161625.21,C159728,2191443.78,2353068.99,C176203926,2605206.33,2481375.61,0,0
17,PAYMENT,12588.17,C113210637,20321.0,7732.83,M1121142934,0.0,0.0,0,0
17,CASH_OUT,299313.43,C318424393,117.0,0.0,C1727971898,320433.93,900346.24,0,0
17,CASH_IN,198346.57,C900303229,810.0,199156.57,C1390913202,1852282.57,1762546.25,0,0
17,TRANSFER,760655.89,C1259371975,211568.0,0.0,C1201342452,92574.58,853230.47,0,0
17,CASH_OUT,166296.45,C750787057,1542.0,0.0,C1746060117,0.0,166296.45,0,0
17,TRANSFER,1408341.59,C29045705,167123.0,0.0,C1556875182,11045438.09,12453779.69,0,0
17,PAYMENT,6757.26,C1369336735,0.0,0.0,M1663297292,0.0,0.0,0,0
17,PAYMENT,23997.94,C1123271793,0.0,0.0,M1175134674,0.0,0.0,0,0
17,CASH_OUT,15856.61,C919460161,58203.0,42346.39,C1836700367,209603.71,225460.32,0,0
17,CASH_IN,130047.84,C47276056,2361619.15,2491666.99,C1701337683,1961090.39,1831042.55,0,0
17,PAYMENT,25145.09,C810140102,701682.0,676536.91,M555472184,0.0,0.0,0,0
17,TRANSFER,310854.24,C586508432,101013.0,0.0,C370425450,3353832.82,3501588.36,0,0
17,PAYMENT,13798.63,C1783407489,369081.0,355282.37,M730580158,0.0,0.0,0,0
17,TRANSFER,736039.86,C968377378,176546.14,0.0,C526003428,219800.03,955839.9,0,0
17,PAYMENT,24570.1,C1400037087,590714.91,566144.81,M1353302877,0.0,0.0,0,0
17,TRANSFER,77661.98,C23473464,0.0,0.0,C757659232,3975377.71,4053039.7,0,0
17,CASH_IN,86532.67,C843151873,14892.0,101424.67,C701654209,0.0,0.0,0,0
17,PAYMENT,16946.76,C36838034,48208.07,31261.31,M731581953,0.0,0.0,0,0
17,CASH_IN,588524.39,C501601016,9188.0,597712.39,C147116634,0.0,224652.73,0,0
17,CASH_OUT,404610.52,C1303027799,0.0,0.0,C796533847,2045232.56,2449843.08,0,0
17,PAYMENT,14219.65,C469777207,0.0,0.0,M635458838,0.0,0.0,0,0
17,PAYMENT,179.4,C1812311764,20293.0,20113.6,M30505324,0.0,0.0,0,0
17,PAYMENT,10852.04,C1954325497,0.0,0.0,M410860789,0.0,0.0,0,0
17,DEBIT,823.01,C2144992895,1015.0,191.99,C1470011266,230758.79,231581.79,0,0
17,CASH_OUT,173229.64,C1757113414,0.0,0.0,C1635448141,371750.83,544980.47,0,0
17,CASH_OUT,63548.79,C1059127767,0.0,0.0,C1487965527,380659.41,444208.19,0,0
17,PAYMENT,8933.24,C1125520725,14221.02,5287.78,M540574423,0.0,0.0,0,0
17,CASH_IN,333268.48,C515006650,2440.0,335708.48,C699539366,782812.83,626899.18,0,0
17,PAYMENT,3351.83,C859698283,36028.0,32676.17,M1689015492,0.0,0.0,0,0
17,CASH_IN,117263.86,C345125246,4157613.37,4274877.23,C934301251,742803.67,625539.81,0,0
17,TRANSFER,10051.09,C2041295658,226.0,0.0,C389472817,229029.93,239081.02,0,0
17,TRANSFER,935717.3,C2139884014,20956.0,0.0,C1602596277,24767.39,960484.69,0,0
17,CASH_OUT,34689.17,C105650248,213025.0,178335.83,C1126814500,623308.48,657997.65,0,0
17,CASH_OUT,413799.18,C1682525018,23184.0,0.0,C1604811454,9389.46,423188.64,0,0
17,PAYMENT,16352.5,C501933104,0.0,0.0,M948949748,0.0,0.0,0,0
17,TRANSFER,111518.87,C1344803919,25047.0,0.0,C238448024,0.0,111518.87,0,0
17,CASH_OUT,370105.57,C1660506834,394043.86,23938.29,C769591652,8429613.32,8799718.9,0,0
17,PAYMENT,11416.89,C1152367852,0.0,0.0,M563476892,0.0,0.0,0,0
17,CASH_OUT,124692.39,C1408683330,285.0,0.0,C1416005977,0.0,124692.39,0,0
17,CASH_IN,158492.06,C1690595396,49554.0,208046.06,C185191768,14821.0,0.0,0,0
17,CASH_OUT,176830.1,C2018805286,16274.0,0.0,C591818840,4548637.54,4725467.64,0,0
17,CASH_OUT,30098.3,C1215890255,107837.0,77738.7,C960042363,31394.0,61492.3,0,0
17,PAYMENT,24728.45,C1351776630,7011.03,0.0,M73680075,0.0,0.0,0,0
17,CASH_IN,213759.87,C59386531,2353285.59,2567045.46,C863497152,1627546.36,1413786.49,0,0
17,PAYMENT,17935.89,C852874121,988.0,0.0,M392194131,0.0,0.0,0,0
17,CASH_OUT,50326.39,C578260468,11679.0,0.0,C1873806505,19977.0,70303.39,0,0
17,TRANSFER,898403.5,C1998548032,157680.0,0.0,C1724954465,6212.0,825151.29,0,0
17,TRANSFER,1509594.05,C298141234,0.0,0.0,C2119910556,2244453.74,3621588.91,0,0
17,CASH_OUT,273840.92,C1774732584,0.0,0.0,C1716375508,1421733.46,1695574.38,0,0
17,PAYMENT,3021.62,C1071598667,0.0,0.0,M408522189,0.0,0.0,0,0
17,CASH_IN,124645.37,C1358096875,17437919.42,17562564.78,C137728758,1341724.62,1217079.25,0,0
17,CASH_OUT,41651.01,C2135054921,0.0,0.0,C1903442800,987746.1,0.0,0,0
17,CASH_OUT,248254.1,C325889534,0.0,0.0,C925180396,475228.01,723482.11,0,0
17,CASH_OUT,282275.6,C498327054,0.0,0.0,C586727036,1870385.44,2152661.05,0,0
17,PAYMENT,14846.29,C1732536859,0.0,0.0,M673727362,0.0,0.0,0,0
17,PAYMENT,1230.38,C908561880,58924.0,57693.62,M199712814,0.0,0.0,0,0
17,CASH_OUT,325934.07,C1285682454,19961.0,0.0,C726696791,2728585.32,3928365.89,0,0
17,CASH_OUT,342045.01,C1063195242,32267.0,0.0,C1427825258,4550874.36,5907592.25,0,0
17,CASH_OUT,99507.48,C1886706805,9953.0,0.0,C1628934827,234001.72,333509.19,0,0
17,TRANSFER,387587.01,C1340503435,0.0,0.0,C2295071,539351.34,926938.34,0,0
17,CASH_OUT,65626.82,C59513645,264.0,0.0,C854318783,178865.19,244492.01,0,0
17,CASH_IN,33753.42,C1936100427,24897810.79,24931564.21,C1021741245,457808.22,317560.32,0,0
17,CASH_OUT,18583.37,C1788579989,31836.0,13252.63,C15505014,15788.71,34372.08,0,0
17,CASH_OUT,234154.32,C439789195,364109.0,129954.68,C49623118,1721985.33,1956139.65,0,0
17,PAYMENT,21306.47,C919856769,216202.85,194896.38,M2022050045,0.0,0.0,0,0
17,CASH_OUT,96764.59,C778163293,0.0,0.0,C1428106995,1585007.92,1681772.51,0,0
17,PAYMENT,8573.6,C356780107,0.0,0.0,M1213374749,0.0,0.0,0,0
17,CASH_OUT,123547.61,C604788579,12524.0,0.0,C986875980,8192.0,131739.61,0,0
17,CASH_OUT,329138.9,C1384251312,22062.0,0.0,C152674374,0.0,329138.9,0,0
17,CASH_IN,186552.89,C764354371,576.0,187128.89,C1767914646,0.0,0.0,0,0
17,CASH_OUT,94649.53,C1016029989,0.0,0.0,C515442419,307616.04,316658.52,0,0
17,CASH_OUT,137307.51,C394580194,25171.0,0.0,C1763503363,605229.28,540673.18,0,0
17,CASH_OUT,33168.21,C56548324,0.0,0.0,C1501460927,477630.58,387942.54,0,0
17,CASH_OUT,311476.37,C1939101467,698.0,0.0,C977422850,113090.42,424566.79,0,0
17,TRANSFER,2134793.96,C3517800,0.0,0.0,C1972003794,2550641.15,4685435.11,0,0
17,TRANSFER,1460233.79,C1389744020,0.0,0.0,C262355562,3331550.66,4791784.45,0,0
17,CASH_OUT,206534.26,C642615296,15325.0,0.0,C2129436635,907056.88,1628933.4,0,0
17,PAYMENT,2092.31,C1942107011,0.0,0.0,M478289736,0.0,0.0,0,0
17,CASH_OUT,143370.27,C1906751110,0.0,0.0,C643107425,604323.0,747693.27,0,0
17,CASH_IN,10876.28,C1482062861,8329690.61,8340566.89,C1656857487,63206.07,52329.79,0,0
17,CASH_OUT,138577.25,C208138866,5059.0,0.0,C1139636566,5088187.93,5226765.18,0,0
17,CASH_OUT,181046.81,C103571650,0.0,0.0,C675520606,807991.64,1263874.55,0,0
17,CASH_OUT,390501.46,C1203632374,69599.0,0.0,C1285535840,85795.41,476296.87,0,0
17,CASH_OUT,74313.51,C149274924,11500.0,0.0,C2048451184,0.0,74313.51,0,0
17,CASH_IN,285592.69,C1759930456,52163.0,337755.69,C183241021,966523.45,680930.77,0,0
17,PAYMENT,7277.4,C873845016,363833.67,356556.27,M499769275,0.0,0.0,0,0
17,PAYMENT,9403.72,C1917828387,0.0,0.0,M413491182,0.0,0.0,0,0
17,PAYMENT,1432.0,C223434470,663685.91,662253.91,M1270823282,0.0,0.0,0,0
17,PAYMENT,4588.05,C1290794833,108.0,0.0,M1268455626,0.0,0.0,0,0
17,CASH_OUT,97403.14,C979159430,0.0,0.0,C841530746,164804.15,262207.29,0,0
17,CASH_IN,175117.05,C2027712659,74774.0,249891.05,C594703537,10252.0,0.0,0,0
17,CASH_IN,227068.13,C567878837,764.0,227832.13,C2060226499,276760.06,49691.93,0,0
17,CASH_OUT,201414.96,C986013076,0.0,0.0,C1777850916,372216.38,205118.72,0,0
17,PAYMENT,9135.06,C1637387833,0.0,0.0,M1418171021,0.0,0.0,0,0
17,PAYMENT,15792.87,C968097803,75395.0,59602.13,M247017276,0.0,0.0,0,0
17,CASH_OUT,238221.56,C266228949,3688.0,0.0,C965955333,295604.41,533825.97,0,0
17,CASH_OUT,137055.65,C1711897354,21433.0,0.0,C1299623850,45630.11,182685.76,0,0
17,PAYMENT,14817.36,C1977408560,0.0,0.0,M1715997764,0.0,0.0,0,0
17,CASH_OUT,24825.96,C1720113919,0.0,0.0,C540347906,676013.51,700839.47,0,0
17,PAYMENT,9718.26,C1292071223,0.0,0.0,M1463409061,0.0,0.0,0,0
17,CASH_IN,273322.65,C348223180,3686608.78,3959931.43,C991782278,1980775.35,910255.79,0,0
17,CASH_OUT,89882.94,C1822032923,14458.0,0.0,C1441950301,3977354.53,4067237.47,0,0
17,CASH_OUT,238269.32,C2007367205,26167.0,0.0,C1528205603,0.0,146950.94,0,0
17,PAYMENT,1515.66,C181327441,5848.0,4332.34,M466850563,0.0,0.0,0,0
17,CASH_IN,154769.64,C1736999489,24457203.7,24611973.34,C1808652004,1031704.91,876935.27,0,0
17,PAYMENT,7758.04,C2001454675,0.0,0.0,M2067681881,0.0,0.0,0,0
17,CASH_OUT,48007.6,C11529274,244342.94,196335.34,C1195589213,2825597.84,3387517.85,0,0
17,CASH_IN,142415.34,C2062195345,11216.0,153631.34,C211419500,846215.0,703799.66,0,0
17,CASH_IN,89059.47,C1046238260,22659493.51,22748552.98,C892931653,7313477.02,7373845.66,0,0
17,CASH_IN,16763.12,C1751897183,3350073.77,3366836.89,C611572016,834887.81,818124.69,0,0
17,TRANSFER,481292.81,C767514330,17094.09,0.0,C1757599079,24382671.65,24863964.46,0,0
17,PAYMENT,13179.27,C596616285,0.0,0.0,M1042051391,0.0,0.0,0,0
17,CASH_OUT,42327.22,C173048487,0.0,0.0,C1419841767,149498.8,191826.02,0,0
17,CASH_OUT,41187.08,C1471371176,0.0,0.0,C1840184967,0.0,41187.08,0,0
17,CASH_IN,67797.02,C2003578002,654194.15,721991.16,C1349898263,507794.86,439997.84,0,0
17,PAYMENT,3025.45,C1893424152,346528.06,343502.61,M1234841395,0.0,0.0,0,0
17,CASH_OUT,374468.49,C238611994,0.0,0.0,C1559048234,1076509.15,1450977.65,0,0
17,PAYMENT,8067.15,C2071710471,0.0,0.0,M552674712,0.0,0.0,0,0
17,CASH_OUT,107008.73,C1139932692,0.0,0.0,C639661773,882349.42,1036280.84,0,0
17,PAYMENT,3259.39,C2086309955,100673.41,97414.02,M1487600505,0.0,0.0,0,0
17,PAYMENT,21693.47,C709308105,17478.0,0.0,M1824730967,0.0,0.0,0,0
17,CASH_IN,52513.33,C772796569,24231768.46,24284281.79,C378946166,680710.67,675911.9,0,0
17,CASH_IN,89972.49,C2083297731,13172879.71,13262852.21,C1046428736,1928882.37,1838909.88,0,0
17,PAYMENT,11537.31,C1780253849,488408.21,476870.9,M301467930,0.0,0.0,0,0
17,CASH_IN,284042.03,C1340016700,9691357.78,9975399.82,C2126988635,16752584.02,16161725.11,0,0
17,CASH_IN,95187.73,C2145945244,441.0,95628.73,C1896648565,1041473.24,946285.51,0,0
17,CASH_OUT,90153.82,C1901131236,0.0,0.0,C1573730841,5877480.0,5967633.82,0,0
17,CASH_OUT,159367.86,C1503321806,17152.0,0.0,C486371171,2961394.31,3120762.17,0,0
17,TRANSFER,1849370.96,C2002857318,0.0,0.0,C1700817310,1976798.99,3826169.96,0,0
17,PAYMENT,10503.27,C970755711,0.0,0.0,M1762518003,0.0,0.0,0,0
17,CASH_OUT,199681.65,C249778284,285696.27,86014.62,C1524500299,1506293.06,1705974.71,0,0
17,CASH_OUT,166079.73,C189232694,0.0,0.0,C259057461,1056888.27,1222968.0,0,0
17,CASH_OUT,104587.65,C1504266962,0.0,0.0,C1155025884,866614.44,606206.49,0,0
17,PAYMENT,18573.7,C863084456,21346.0,2772.3,M180308377,0.0,0.0,0,0
17,CASH_OUT,148764.55,C1583844047,42380.48,0.0,C1243649164,0.0,148764.55,0,0
